id	title	developer	genre	language	publisher	region	release_date	serial
SLPM-66096	Shin Sangoku Musou 2: Moushouden	Omega Force	Action	Japanese	Koei	NTSC-J	2005-08-25	SLPM-66096
SLPM-66097	Shinseiki Evangelion: Ayanami Ikusei Keikaku with Asuka Hokan Keikaku [Broccoli Best]	West One	Adventure / Simulation.	Japanese	Broccoli	NTSC-J	2005-08-25	SLPM-66097
SLPM-66098	True Crime: Streets of LA	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66098
SLPM-66099	Harukanaru Toki no Naka de 3: Izayoiki	N/A	Sports	Japanese	Konami	NTSC-J	N/A	SLPM-66099
SLPM-66100	Harukanaru Toki no Naka de 3: Izayoiki	Ruby Party	Adventure / RPG.	Japanese	Koei	NTSC-J	2005-09-22	SLPM-66100
SLPM-66101	Shin Sangoku Musou 4: Moushouden	Omega Force	Action	Japanese	Koei	NTSC-J	2005-02-24	SLPM-66101
SLPM-66102	Zwei!!	Nihon Falcom	Action-RPG	Japanese	Taito	NTSC-J	2005-09-01	SLPM-66102
SLPM-66103	WRC 3: The Official Game of the FIA World Rally Championship	Evolution Studios	Driving / Racing.	Japanese	Spike	NTSC-J	2005-09-22	SLPM-66103
SLPM-66104	Puyo Puyo Fever 2	N/A	Puzzle	N/A	N/A	NTSC-J	N/A	SLPM-66104
SLPM-66105	Rhapsodia	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66105
SLPM-66106	Hoshi no Furu Toki [Limited Edition]	Design Factory	Adventure.	Japanese	Idea Factory	NTSC-J	2005-09-22	SLPM-66106
SLPM-66107	Hoshi no Furu Toki	Design Factory	Adventure.	Japanese	Idea Factory	NTSC-J	2005-09-22	SLPM-66107
SLPM-66108	Burnout Revenge	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66108
SLPM-66109	Code Age Commanders: Tsugumono Tsugarerumono	Square Enix	Action	Japanese	Square Enix	NTSC-J	2005-10-13	SLPM-66109
SLPM-66110	Fushigi no Umi no Nadia: Inherit the Blue Water	Jinx	Adventure / Simulation.	Japanese	Gen-X	NTSC-J	2005-09-22	SLPM-66110
SLPM-66111	Fushigi no Umi no Nadia: Dennou Battle: Miss Nautilus Contest	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66111
SLPM-66112	Fushigi no Umi no Nadia: Inherit the Blue Water	Jinx	Adventure / Simulation.	Japanese	Gen-X	NTSC-J	2005-09-22	SLPM-66112
SLPM-66113	Hissatsu Ura Kagyou	Light Weight	Action.	Japanese	Genki	NTSC-J	2005-09-22	SLPM-66113
SLPM-66114	Mizu no Senritsu	Kid	Adventure.	Japanese	Kid	NTSC-J	2005-09-29	SLPM-66114
SLPM-66115	Mizu no Senritsu	Kid	Adventure.	Japanese	Kid	NTSC-J	2005-09-29	SLPM-66115
SLPM-66116	NBA Live 2005	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66116
SLPM-66117	Metal Gear Solid 3: Subsistence [With Headset] (Disc 1: Subsistence)	Konami	Action / Adventure.	Japanese	Konami	NTSC-J	2005-12-22	SLPM-66117
SLPM-66118	Metal Gear Solid 3: Subsistence [With Headset] (Disc 2: Persistence)	Konami	Action / Adventure.	Japanese	Konami	NTSC-J	2005-12-22	SLPM-66118
SLPM-66119	Metal Gear Solid 3: Subsistence [With Headset] (Disc 3: Existence)	Konami	Action / Adventure.	Japanese	Konami	NTSC-J	2005-12-22	SLPM-66119
SLPM-66121	Spider-Man 2	Treyarch Invention, LLC	Action / Beat'em Up / Platform.	Japanese	Activision	NTSC-J	2006-01-26	SLPM-66121
SLPM-66122	Kingdom Hearts	Square Enix	Action / RPG	Japanese	Square Co. Ltd	NTSC-J	2005-09-08	SLPM-66122
SLPM-66123	Kingdom Hearts: Final Mix	Square Enix	Action / RPG	Japanese	Square Co. Ltd	NTSC-J	2005-09-08	SLPM-66123
SLPM-66124	Final Fantasy X	Square Co. Ltd	RPG	Japanese	Square Enix	NTSC-J	2005-09-08	SLPM-66124
SLPM-66125	Final Fantasy X-2	Square Enix	RPG.	Japanese	Square Enix	NTSC-J	2005-09-08	SLPM-66125
SLPM-66126	Tokimeki Memorial Girl's Side: Shokai Genteiban	Tenky	Visual Novel	N/A	Konami	NTSC-J	2002-06-20	SLPM-66126
SLPM-66127	Harukanaru Toki no Naka de 3: Izayoiki	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66127
SLPM-66128	Harukanaru Toki no Naka de 3	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66128
SLPM-66129	Guilty Gear XX Reload	Arc System Works	Fighting	N/A	Sega	NTSC-J	2003-07-31	SLPM-66129
SLPM-66130	Tom Clancy's Splinter Cell: Chaos Theory	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66130
SLPM-66131	Tim Burton's The Nightmare Before Christmas: Boogie no Gyakushuu	Capcom Co., Ltd	Action / Beat'em Up.	Japanese	Capcom	NTSC-J	2005-09-29	SLPM-66131
SLPM-66132	Gladiator: Road to Freedom Remix	Ertain	Action-RPG	N/A	Ertain	NTSC-J	2005-09-01	SLPM-66132
SLPM-66133	Shuffle! On the Stage [Deluxe Pack]	Omegavision	Adventure.	Japanese	Kadokawa Shoten	NTSC-J	2005-10-20	SLPM-66133
SLPM-66134	Shuffle! On the Stage	Omegavision	Adventure.	Japanese	Kadokawa Shoten	NTSC-J	2005-10-20	SLPM-66134
SLPM-66135	World Tank Museum for Game: Toubu Sensen	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66135
SLPM-66136	SuperLite 2000 Vol. 34: Akai Ito	Success	Adventure / Visual Novel.	Japanese	Success	NTSC-J	2005-10-27	SLPM-66136
SLPM-66137	Clover Heart's: Looking for Happiness	Alcot	Adventure.	Japanese	NEC Interchannel	NTSC-J	2005-10-27	SLPM-66137
SLPM-66138	Desire	C's Ware	Adventure	Japanese	Interchannel	NTSC-J	2005-10-27	SLPM-66138
SLPM-66139	Duel Savior Destiny	Giga	Action / RPG.	Japanese	Alchemist	NTSC-J	2005-12-22	SLPM-66139
SLPM-66140	Atelier Marie + Elie: Salburg no Renkinjutsushi 1 & 2	Gust	RPG	Japanese	N/A	NTSC-J	2005-10-27	SLPM-66140
SLPM-66141	Matantei Loki Ragnarok: Mayouga: Ushinawareta Bishou	Taito Corporation	Adventure.	Japanese	Taito Corporation	NTSC-J	2005-12-22	SLPM-66141
SLPM-66142	Rebirth Moon	N/A	Strategy	Japanese	Idea Factory	NTSC-J	2005-11-24	SLPM-66142
SLPM-66143	Rebirth Moon	N/A	Strategy	Japanese	N/A	NTSC-J	2005-11-24	SLPM-66143
SLPM-66144	Professional Drift: D1 Grand Prix Series 2005	Yuke's Co. Ltd	Driving / Racing.	Japanese	Yuke's	NTSC-J	2005-10-20	SLPM-66144
SLPM-66145	GoldenEye: Dark Agent	Electronic Arts Los Angeles	First Person Shooter	Japanese	Electronic Arts	NTSC-J	2005-10-27	SLPM-66145
SLPM-66146	Memories Off #5: Togireta Film	Kid	Adventure.	Japanese	Kid	NTSC-J	2005-10-27	SLPM-66146
SLPM-66147	Memories Off #5: Togireta Film	Kid	Adventure.	Japanese	Kid	NTSC-J	2005-10-27	SLPM-66147
SLPM-66148	Star Wars: Battlefront	Pandemic Studios	Action / Shooter / Strategy.	Japanese	Lucasarts	NTSC-J	2005-10-13	SLPM-66148
SLPM-66149	Shirogane no Torikago: The Angels with Strange Wings	Starfish	Adventure.	Japanese	Starfish	NTSC-J	2005-10-13	SLPM-66149
SLPM-66150	Shirogane no Torikago: The Angels with Strange Wings	Starfish	Adventure.	Japanese	Starfish	NTSC-J	2005-10-13	SLPM-66150
SLPM-66151	Killzone	Guerrilla	First Person Shooter.	Japanese	Sega	NTSC-J	2005-10-27	SLPM-66151
SLPM-66152	Konneko: Keep a Memory Green	Regista	Adventure.	Japanese	Yeti	NTSC-J	2005-10-27	SLPM-66152
SLPM-66153	Konneko: Keep a memory green [Limited Edition]	Regista	Adventure.	Japanese	Yeti	NTSC-J	2005-10-27	SLPM-66153
SLPM-66155	Recca no Honoo: Final Burning: Konami Dendou Selection	Konami	N/A	N/A	Konami	NTSC-J	2005-10-20	SLPM-66155
SLPM-66156	MAR Heaven: ARM Fight Dream	Konami	Fighting.	Japanese	Konami	NTSC-J	2005-11-09	SLPM-66156
SLPM-66157	Rune Princess	Princess Soft	Adventure.	Japanese	Enterbrain	NTSC-J	2005-11-24	SLPM-66157
SLPM-66158	Rune Princess	Princess Soft	Adventure.	Japanese	Enterbrain	NTSC-J	2005-11-24	SLPM-66158
SLPM-66159	Call of Duty: Finest Hour	Spark Unlimited	First Person Shooter.	Japanese	Capcom	NTSC-J	2005-10-27	SLPM-66159
SLPM-66160	Devil May Cry 3: Special Edition	Capcom Production Studio 1	Action	English / Japanese	Capcom	NTSC-J	2006-02-23	SLPM-66160
SLPM-66161	Kokoro no Tobira	Harbor	Adventure.	Japanese	CyberFront / GeneX	NTSC-J	2005-10-20	SLPM-66161
SLPM-66162	Only you Liber Cross [Best Hit Selection]	Alice Soft	Adventure / RPG.	Japanese	CyberFront	NTSC-J	2005-10-20	SLPM-66162
SLPM-66163	Fuuraiki 2	Fog	Adventure.	Japanese	Fog	NTSC-J	2005-11-10	SLPM-66163
SLPM-66164	Mahoutsukai Kuro-hime	Tomy Corporation	Action / Shooter.	Japanese	Tomy Corporation	NTSC-J	2006-03-29	SLPM-66164
SLPM-66165	Otome wa Boku ni Koishiteru	Alchemist	Adventure.	Japanese	Alchemist	NTSC-J	2005-12-29	SLPM-66165
SLPM-66166	Shadow the Hedgehog	Sega	Action / Platformer.	English / French / German / Italian / Japanese / Spanish	Sega	NTSC-J	2005-12-15	SLPM-66166
SLPM-66167	God of War	SCE Studio Santa Monica	Action / Platform / Beat'em Up.	Japanese	Sony	NTSC-J	2005-11-17	SLPM-66167
SLPM-66168	Ryuu ga Gotoku	Amusement Vision	Action / Adventure / Beat'em Up.	Japanese	Sega	NTSC-J	2005-12-08	SLPM-66168
SLPM-66169	J.League Winning Eleven 9: Asia Championship	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66169
SLPM-66170	Gensou Suikoden V	N/A	RPG	Japanese	N/A	NTSC-J	N/A	SLPM-66170
SLPM-66171	NBA Live 06	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66171
SLPM-66172	Sangokushi IX	Koei	Strategy	Japanese	Koei	NTSC-J	2005-10-06	SLPM-66172
SLPM-66173	Winning Post 6: Koei the Best	N/A	Sports	N/A	Koei	NTSC-J	2005-10-06	SLPM-66173
SLPM-66175	Akumajou Dracula: Yami no Juin	N/A	Action	English / Japanese	N/A	NTSC-J	2005-11-24	SLPM-66175
SLPM-66176	Chaos Field: New Order	MileStone Inc. / Able Corporation	Action / Shooter.	Japanese	MileStone Inc	NTSC-J	2005-12-15	SLPM-66176
SLPM-66177	The Matrix: Path of Neo	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66177
SLPM-66178	Pop'n Music 7	Bemani	Rhythm	Japanese	Konami	NTSC-J	2005-11-03	SLPM-66178
SLPM-66179	Pop'n Music 8	Bemani	Rhythm	Japanese	Konami	NTSC-J	2005-11-03	SLPM-66179
SLPM-66180	Beatmania II DX 10th Style	Bemani	Rhythm	Japanese	Konami	NTSC-J	2005-11-17	SLPM-66180
SLPM-66181	Beat Down	Cavia, Inc	Action / Beat'em Up	Japanese	Capcom	NTSC-J	2005-11-02	SLPM-66181
SLPM-66182	Kono Hareta Sora no Shita de: Under the Blue Sky	Cromwell	Adventure.	Japanese	Starfish	NTSC-J	2005-11-24	SLPM-66182
SLPM-66183	The Getaway: Black Monday	SCEE London Studio	Action / Driving / Shooter.	English / Japanese	Sega	NTSC-J	2005-11-10	SLPM-66183
SLPM-66184	Ikusagami	Genki	Action	Japanese	Genki Co. Ltd.	NTSC-J	2005-11-24	SLPM-66184
SLPM-66185	Game ni Natta yo! Dokuro-chan: Kenkou Shindan Daisakusen	Idea Factory	N/A	Japanese	Idea Factory	NTSC-J	2005-11-10	SLPM-66185
SLPM-66186	Game ni Natta yo! Dokuro-chan: Kenkou Shindan Daisakusen	Idea Factory	Simulation	Japanese	Idea Factory	NTSC-J	2005-10-11	SLPM-66186
SLPM-66187	Exciting Pro Wres 6: WWE SmackDown! vs. Raw	Yuke's	Sports	Japanese	Yuke's	NTSC-J	2005-11-24	SLPM-66187
SLPM-66188	Exciting Pro Wres 7	N/A	N/A	English	N/A	NTSC-J	N/A	SLPM-66188
SLPM-66189	SSX on Tour	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66189
SLPM-66190	Star Wars: Battlefront II	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66190
SLPM-66191	Tiger Woods PGA Tour 06	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66191
SLPM-66192	Izumo 2: Takeki Tsurugi no Senki	Studio e.go!	Adventure / RPG.	Japanese	GN Software	NTSC-J	2006-04-27	SLPM-66192
SLPM-66193	Fahrenheit	Quantic Dreams	Action / Adventure	Japanese	Atari	NTSC-J	2006-01-26	SLPM-66193
SLPM-66194	Otona no Gal-jong 2: Koishite Bai Man!	Jaleco	Mahjong.	Japanese	Jaleco	NTSC-J	2005-11-30	SLPM-66194
SLPM-66195	SuperLite 2000 Vol. 35: Monochrome	Kid	Adventure.	Japanese	Success	NTSC-J	2005-11-24	SLPM-66195
SLPM-66196	Sentimental Prelude	Studio Comix	Adventure.	Japanese	Interchannel	NTSC-J	2005-11-23	SLPM-66196
SLPM-66197	Godzilla Kaijuu Dairansen: Chikyuu Saishuu Kessen [Atari Hot Series]	Pipeworks Software, Inc	Action / Fighting.	Japanese	Atari	NTSC-J	2005-12-08	SLPM-66197
SLPM-66201	Friends: Seishun no Kagayaki [Best Version]	Nex Entertainment	Adventure.	Japanese	NEC Interchannel	NTSC-J	2005-11-23	SLPM-66201
SLPM-66202	Fragments Blue [Special Edition]	SilverBullet	Adventure.	Japanese	Kadokawa Shoten	NTSC-J	2006-01-19	SLPM-66202
SLPM-66203	Fragments Blue	SilverBullet	Adventure.	Japanese	Kadokawa Shoten	NTSC-J	2006-01-19	SLPM-66203
SLPM-66204	Madden NFL 06	N/A	N/A	English	N/A	NTSC-J	N/A	SLPM-66204
SLPM-66205	Front Mission 5: Scars of the War	Square Enix	Strategy	Japanese	Square Enix	NTSC-J	2005-12-29	SLPM-66205
SLPM-66206	Battlefield 2: Modern Combat	Digital Illusions CE AB	Action / First Person Shooter.	Japanese	EA Games	NTSC-J	2006-01-26	SLPM-66206
SLPM-66207	Dororo	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66207
SLPM-66208	Sakura Taisen V Episode 0: Kouya no Samurai Musume	N/A	N/A	Japanese	Sega	NTSC-J	2005-11-23	SLPM-66208
SLPM-66209	Pop'n Music 9	Bemani	Rhythm	Japanese	Konami	NTSC-J	2005-12-01	SLPM-66209
SLPM-66210	Pop'n Music 10	Bemani	Rhythm	Japanese	Konami	NTSC-J	2005-12-01	SLPM-66210
SLPM-66211	Peter Jackson's King Kong: The Official Game of the Movie	Ubisoft	Action / Adventure.	Japanese	Ubisoft	NTSC-J	2005-12-15	SLPM-66211
SLPM-66212	Sega Rally 2006	Sega	Driving / Racing.	Japanese	Sega	NTSC-J	2006-01-09	SLPM-66212
SLPM-66213	Biohazard 4	Capcom	Action / Adventure / Survival Horror	Japanese	Capcom	NTSC-J	2005-01-12	SLPM-66213
SLPM-66214	White Clarity: And, the Tears Became You	Princess Soft	Adventure.	Japanese	Princess Soft	NTSC-J	2005-12-29	SLPM-66214
SLPM-66215	White Clarity: And the tears became you	Princess Soft	Adventure.	Japanese	Princess Soft	NTSC-J	2005-12-29	SLPM-66215
SLPM-66217	Jikkyou Powerful Pro Yakyuu 12: Ketteiban	Konami	Baseball.	Japanese	Konami	NTSC-J	2005-12-15	SLPM-66217
SLPM-66218	Eyeshield 21: AmeFoot Yarou ze! Ya-! Ha-!	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66218
SLPM-66219	Tennis no Oujisama: Gakuensai no Oujisama	Winkysoft	Adventure	Japanese	Konami	NTSC-J	2005-12-22	SLPM-66219
SLPM-66220	Metal Gear Solid 3: Subsistence (Disc 1) (Subsistence)	Konami	Action / Adventure.	Japanese	Konami	NTSC-J	2005-12-22	SLPM-66220
SLPM-66221	Metal Gear Solid 3: Subsistence (Disc 2) (Persistence)	Konami	Action / Adventure.	Japanese	Konami	NTSC-J	2005-12-22	SLPM-66221
SLPM-66222	Metal Gear Solid 3: Subsistence (Disc 3) (Existence)	Konami	Action / Adventure.	Japanese	Konami	NTSC-J	2005-12-22	SLPM-66222
SLPM-66223	Metal Gear Solid 3: Subsistence (Disc 1) (Subsistence)	Konami	Action / Adventure.	Japanese	Konami	NTSC-J	2005-12-22	SLPM-66223
SLPM-66224	Metal Gear Solid 3: Subsistence (Disc 2) (Persistence)	Konami	Action / Adventure.	Japanese	Konami	NTSC-J	2005-12-22	SLPM-66224
SLPM-66225	D.C.F.S.: Da Capo: Four Seasons	Circus	Adventure.	Japanese	Kadokawa Shoten	NTSC-J	2005-12-15	SLPM-66225
SLPM-66226	D.C.F.S.: Da Capo: Four Seasons	Circus	Adventure.	Japanese	Kadokawa Shoten	NTSC-J	2005-12-15	SLPM-66226
SLPM-66227	GI Jockey 4	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66227
SLPM-66228	G1 Jockey 4 + Winning Post 7 (Twin Pack) [2 DISCS]	N/A	N/A	N/A	N/A	NTSC-J	N/A	SLPM-66228
SLPM-66229	GI Jockey 4	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66229
SLPM-66230	Cartagra: The Suffering of Soul [Limited Edition]	Kid / Innocent Grey	Adventure.	Japanese	Kid	NTSC-J	2005-12-15	SLPM-66230
SLPM-66231	Cartagra: The Suffering of Soul	Kid / Innocent Grey	Adventure.	Japanese	Kid	NTSC-J	2005-12-15	SLPM-66231
SLPM-66232	Need for Speed: Most Wanted	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66232
SLPM-66233	Kingdom Hearts II	Square Enix	Action-RPG	Japanese	Square Enix	NTSC-J	2005-12-22	SLPM-66233
SLPM-66234	Wizardry Xth: Zensen no Gakufu	N/A	RPG	Japanese	N/A	NTSC-J	2005-12-15	SLPM-66234
SLPM-66235	Psychic Force Complete	Taito	Fighting.	Japanese	Taito	NTSC-J	2005-12-29	SLPM-66235
SLPM-66237	Otome-teki Koi Kakumei: Love Revo!!	HuneX	Adventure / Simulation.	Japanese	Interchannel	NTSC-J	2006-01-26	SLPM-66237
SLPM-66238	Otome-teki Koi Kakumei: Love Revo!!	HuneX	Adventure / Simulation.	Japanese	Interchannel	NTSC-J	2006-01-26	SLPM-66238
SLPM-66239	Wrestle Angels: Survivor	N/A	Strategy	N/A	N/A	NTSC-J	N/A	SLPM-66239
SLPM-66240	Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution	Sammy	N/A	Japanese	Sega	NTSC-J	N/A	SLPM-66240
SLPM-66241	Jissen Pachinko Hisshouhou! CR Hokuto no Ken	Sammy	N/A	Japanese	Sega	NTSC-J	N/A	SLPM-66241
SLPM-66242	Dance Dance Revolution Strike	Konami Computer Entertainment Japan	Rhythm	Japanese	Konami Computer Entertainment Tokyo (KCET)	NTSC-J	2006-02-16	SLPM-66242
SLPM-66243	Galaxy Angel II: Zettai Ryouiki no Tobira	Seta Corporation	Strategy	Japanese	Broccoli	NTSC-J	2006-06-22	SLPM-66243
SLPM-66244	Derby-ba o Tsukurou! 5	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66244
SLPM-66245	Jewels Ocean: Star of Sierra Leone	Escu:de	Adventure / Tactical RPG.	Japanese	Pione Soft	NTSC-J	2006-02-23	SLPM-66245
SLPM-66246	Devil Summoner: Kuzunoha Raidou tai Chouriki Heidan	Atlus	Action-RPG	Japanese	Atlus	NTSC-J	2006-03-02	SLPM-66246
SLPM-66247	Meine Liebe Zwei: Hokori to Seigi to Ai	Tenky	Dating / Simulation.	Japanese	Konami	NTSC-J	2006-02-09	SLPM-66247
SLPM-66248	Mr. Incredible: Kyouteki Underminer Toujou	N/A	N/A	Japanese	N/A	NTSC-J	2006-02-09	SLPM-66248
SLPM-66249	Growlanser V: Generations	Atlus	RPG	Japanese	Atlus	NTSC-J	2006-08-03	SLPM-66249
SLPM-66250	Choro Q HG 4	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66250
SLPM-66251	EX Jinsei Game II	CAPS Inc	Board.	Japanese	Atlus	NTSC-J	2005-12-15	SLPM-66251
SLPM-66252	Star Wars: Episode III: Sith no Fukushuu	The Collective, Inc	Action / Beat'em Up.	Japanese	Electronic Arts	NTSC-J	2005-07-09	SLPM-66252
SLPM-66253	Finalist [First Print Limited Edition]	KRT Project	Adventure.	Japanese	Princess Soft	NTSC-J	2006-01-26	SLPM-66253
SLPM-66254	Finalist	KRT Project	Adventure.	Japanese	Princess Soft	NTSC-J	2006-01-26	SLPM-66254
SLPM-66255	World Soccer Winning Eleven 9	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66255
SLPM-66256	Nana	KCEJ	Simulation.	Japanese	Konami	NTSC-J	2006-01-26	SLPM-66256
SLPM-66257	Enthusia Professional Racing	Konami	Driving / Racing	Japanese	Konami	NTSC-J	2006-03-02	SLPM-66257
SLPM-66258	Mahou Sensei Negima! 1-jikanme: Okochama Sensei wa Mahoutsukai!	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66258
SLPM-66259	Mahou Sensei Negima! 2-Jikanme ~Tatakau Otometachi! Mahora Daiundokai SP~ [Konami the Best]	Konami	Adventure / Mini Games.	Japanese	Konami	NTSC-J	2006-03-02	SLPM-66259
SLPM-66260	Remote Control Dandy SF	Sandlot	Action	Japanese	Konami	NTSC-J	2006-01-26	SLPM-66260
SLPM-66261	Oz	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66261
SLPM-66262	Tom Clancy's Rainbow Six 3 [Ubisoft Best]	Ubi Soft Shanghai	First Person Shooter.	Japanese	Ubi Soft	NTSC-J	2006-02-16	SLPM-66262
SLPM-66263	Full Spectrum Warrior	Pandemic Studio Pty. Ltd	Simulation / Strategy.	Japanese	Sega	NTSC-J	2006-06-29	SLPM-66263
SLPM-66264	Canvas 2: Nijiiro no Sketch	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66264
SLPM-66265	Canvas 2: Nijiiro no Sketch	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66265
SLPM-66266	Kurogane no Houkou 2: Warship Commander	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66266
SLPM-66267	Taikou Risshiden V	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66267
SLPM-66268	Exciting Pro Wres 7: WWE SmackDown! vs. Raw 2006	Yukes	Sports	Japanese	Yuke's	NTSC-J	2006-02-02	SLPM-66268
SLPM-66269	Blazing Souls: Genteiban	Neverland	Strategy	N/A	Idea Factory	NTSC-J	2006-01-17	SLPM-66269
SLPM-66270	Blazing Souls	Neverland	Strategy	Japanese	Idea Factory	NTSC-J	2006-01-17	SLPM-66270
SLPM-66271	Dirge of Cerberus: Final Fantasy VII	Square Enix	Action / Shooter / RPG.	Japanese	Square Enix	NTSC-J	2006-01-26	SLPM-66271
SLPM-66272	I/O	Regista	Adventure.	Japanese	GN Software	NTSC-J	2006-01-26	SLPM-66272
SLPM-66273	SuperLite 2000 Vol. 37: Memories Off: After Rain Vol. 1: Orizuru	Kid	Adventure.	Japanese	Kid	NTSC-J	2006-01-26	SLPM-66273
SLPM-66274	Ninkyouden: Toseinin Ichidaiki	N/A	Action	Japanese	N/A	NTSC-J	2006-03-02	SLPM-66274
SLPM-66275	Shin Onimusha: Dawn of Dreams (Disc 1)	Capcom	Action-Adventure	English / Japanese	Capcom	NTSC-J	2006-01-26	SLPM-66275
SLPM-66276	Shin Onimusha: Dawn of Dreams (Disc 2)	Capcom	Action-Adventure	English / Japanese	Capcom	NTSC-J	2006-01-26	SLPM-66276
SLPM-66277	Juiced: Tuned Car Densetsu	Juice Games, Ltd	Driving / Racing.	Japanese	Sega	NTSC-J	2006-06-18	SLPM-66277
SLPM-66278	Shin Gouketsuji Ichizoku: Bonnou Kaihou	Noise Factory	Fighting	Japanese	Excite	NTSC-J	2006-05-25	SLPM-66278
SLPM-66279	Nobunaga no Yabou: Kakushin	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66279
SLPM-66280	Monster Hunter 2	Capcom	Action-RPG	Japanese	Capcom	NTSC-J	2006-02-16	SLPM-66280
SLPM-66281	Sonic Riders	Sonic Team	Action / Racing.	English / French / German / Italian / Japanese / Spanish	Sega	NTSC-J	2006-02-23	SLPM-66281
SLPM-66282	SuperLite 2000 Vol. 38: Memories Off: After Rain Vol. 2: Souen	Kid	Adventure.	Japanese	Success	NTSC-J	2006-02-23	SLPM-66282
SLPM-66283	SuperLite 2000 Vol. 40: Memories Off: After Rain Vol. 3: Sotsugyou	Kid	Adventure.	Japanese	Kid	NTSC-J	2006-03-23	SLPM-66283
SLPM-66284	Dessert Love: Sweet Plus	Marvelous Entertainment	Adventure.	Japanese	Marvelous Entertainment	NTSC-J	2006-02-23	SLPM-66284
SLPM-66285	Princess Concerto	Headlock	Adventure / Tactical RPG.	Japanese	Broccoli	NTSC-J	2007-09-17	SLPM-66285
SLPM-66286	Gensou Suikoden V	N/A	RPG	Japanese	Konami	NTSC-J	N/A	SLPM-66286
SLPM-66287	Sengoku Basara	Capcom Production Studio 4	Action / Beat'em Up.	Japanese	Capcom	NTSC-J	2006-02-09	SLPM-66287
SLPM-66288	Full House Kiss 2: Ren'ai Kaseifu Adventure	Tenky	Adventure.	Japanese	Capcom	NTSC-J	2006-02-23	SLPM-66288
SLPM-66289	Black Cat: Kikai-jikake no Tenshi	Capcom	Action-Adventure	Japanese	Capcom	NTSC-J	2006-03-30	SLPM-66289
SLPM-66290	Galaxy Angel: Broccoli Best Quality	N/A	Strategy	N/A	Broccoli	NTSC-J	2006-02-23	SLPM-66290
SLPM-66291	Tenka-bito	N/A	N/A	Japanese	Sega	NTSC-J	N/A	SLPM-66291
SLPM-66292	Jissen Pachi-Slot Hisshouhou! Ultraman Club ST	Sammy	N/A	Japanese	Sega	NTSC-J	N/A	SLPM-66292
SLPM-66293	Gakuen Alice: Kira Kira Memory Kiss	Kids Station	Adventure / Mini Games / Simulation.	Japanese	Kids Station	NTSC-J	2006-06-22	SLPM-66293
SLPM-66294	Sotsugyou: 2nd Generation	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66294
SLPM-66295	Yamiyo ni Sasayaku: Tantei Sagara Kyouichirou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66295
SLPM-66296	Yamiyo ni Sasayaku: Tantei Sagara Kyouichirou	N/A	N/A	Japanese	N/A	NTSC-J	N/A	SLPM-66296
SLPM-66297	Separate Hearts [Limited Edition]	Kid	Adventure.	Japanese	Kid	NTSC-J	2006-02-23	SLPM-66297
SLPM-66298	Separate Hearts	Kid	Adventure.	Japanese	Kid	NTSC-J	2006-02-23	SLPM-66298
SLPM-66299	Reishiki Kanjou Sentouki Ni	Marionette	Flight Simulator	Japanese	Taito Corporation	NTSC-J	2006-02-23	SLPM-66299
SLPM-66300	Wizardry Xth 2: Mugen no Gakuto	N/A	RPG	Japanese	N/A	NTSC-J	2006-03-23	SLPM-66300
SLPM-66301	Ibara	Cave	Shoot 'Em Up	Japanese	Taito	NTSC-J	2006-02-23	SLPM-66301
